id,kda_ratio
1881_86,2372.78662109375
1887_46,3845.08251953125
1889_17,4528.98583984375
1895_39,5138.78955078125
1896_21,3666.861572265625
1897_10,4001.9833984375
1901_93,3772.671142578125
1906_48,3908.37060546875
1910_114,3397.878662109375
1912_31,3740.086181640625
1916_47,3784.08349609375
1917_93,3864.177001953125
1920_74,3693.347412109375
1923_17,3278.173828125
1925_97,4415.52880859375
1926_8,4689.751953125
1932_40,3233.0029296875
1934_9,2851.982177734375
1935_8,3711.748779296875
1937_98,3487.4208984375
1938_63,4107.6650390625
1944_7,2942.587646484375
1947_93,4980.42626953125
1948_48,3951.393310546875
1951_27,1758.8363037109375
1952_14,2553.748779296875
1954_74,3735.03564453125
1956_88,2187.294677734375
1959_44,3574.44921875
1960_88,2631.91943359375
1966_13,3703.4345703125
1967_17,4304.68505859375
1969_11,4096.9287109375
1975_70,3866.8232421875
1980_2,2751.01513671875
1981_97,4017.608642578125
1982_48,3973.50732421875
1983_114,5603.51806640625
1986_9,3534.169921875
1987_2,2501.926513671875
1988_76,3725.146240234375
1999_41,2872.271240234375
2003_41,3846.314453125
2004_60,4271.1875
2005_39,3671.536865234375
2008_46,4458.30908203125
2009_46,4304.3271484375
2013_14,2560.548828125
2014_73,3127.527099609375
2015_8,3843.41650390625
2017_11,3803.870849609375
2037_69,2712.162841796875
2048_10,3988.995361328125
2049_34,4860.2294921875
2051_74,3725.56787109375
2056_39,4041.065673828125
2058_12,5036.244140625
2060_74,4182.49609375
2061_88,3540.2744140625
2064_71,2808.009033203125
2068_53,2664.306884765625
2069_57,2421.848876953125
2070_33,3500.0302734375
2072_9,4134.57421875
2073_52,3487.26220703125
2083_2,2802.147216796875
2098_93,4132.9326171875
2100_92,3188.117919921875
2101_14,2676.59228515625
2102_34,3617.34619140625
2105_106,4024.753662109375
2106_114,2916.338623046875
2108_1,4657.8876953125
2109_93,4472.35986328125
2110_13,3918.619140625
2114_11,3845.520263671875
2117_17,3660.648681640625
2118_82,3232.11083984375
2121_11,3919.219970703125
2135_62,3628.214111328125
2138_74,5727.1787109375
2140_76,4490.1806640625
2141_10,5376.33349609375
2151_38,3079.419189453125
2153_21,3166.92431640625
2154_1,3597.656005859375
2155_34,4096.0478515625
2158_41,2980.072021484375
2162_93,3184.50830078125
2163_17,3025.248779296875
2164_17,2957.33642578125
2165_76,2885.808837890625
2166_75,2669.35595703125
2169_21,3165.952880859375
2170_8,3815.4638671875
2179_106,4397.37451171875
2190_39,3811.067138671875
2192_91,2905.788330078125
2195_88,2669.15576171875
2198_62,4121.18212890625
2199_17,3215.62353515625
2201_58,3322.8134765625
2204_95,4443.48583984375
2214_25,3296.6494140625
2221_104,2830.463623046875
2226_86,2397.0595703125
2227_9,4140.82421875
2229_82,2703.26025390625
2230_93,3093.36376953125
2235_61,2892.999755859375
2253_17,3583.689697265625
2256_10,4851.12353515625
2257_106,4740.35693359375
2258_67,3426.666015625
2260_93,3980.984130859375
2261_86,3179.4853515625
2264_52,3295.224609375
2267_17,4433.3564453125
2268_93,3985.505859375
2269_17,3566.758544921875
2272_1,3426.099609375
2273_86,2509.267822265625
2275_88,3002.552978515625
2277_62,3276.011962890625
2278_8,4546.59423828125
2285_8,4037.146484375
2286_8,3687.665283203125
2291_10,4410.037109375
2301_86,2483.140380859375
2302_1,3273.708251953125
2311_34,4648.98193359375
2312_8,6439.5869140625
2313_100,2869.30859375
2315_54,4375.52490234375
2316_7,2897.786376953125
2324_39,5170.98095703125
2326_9,3398.614990234375
2330_106,3597.79833984375
2331_8,3771.453369140625
2336_33,3364.1044921875
2340_56,5118.9599609375
2348_8,3982.451904296875
2353_58,3396.04736328125
2369_104,3220.764892578125
2374_11,4142.88525390625
2375_106,6178.7099609375
2377_74,3038.21240234375
2378_8,3904.40966796875
2386_8,3330.775146484375
2392_8,4274.8349609375
2393_106,4460.359375
2399_11,4058.5673828125
2404_76,4479.412109375
2405_12,4753.14794921875
2408_15,2922.617919921875
2409_11,3717.278076171875
2413_100,2741.456787109375
2421_64,2601.946044921875
2424_17,3579.191650390625
2426_8,4345.05859375
2427_7,2976.8251953125
2429_74,4302.177734375
2432_93,3907.127685546875
2435_11,3748.974609375
2443_59,2853.197998046875
2445_25,2101.19970703125
2447_2,2523.2607421875
2449_17,4057.96044921875
2457_74,4708.16015625
2461_1,4563.611328125
2462_54,4580.9072265625
2464_21,3045.208251953125
2468_93,3452.423583984375
2474_107,3025.292236328125
2476_14,2331.5244140625
2478_13,4239.74609375
2480_11,4297.935546875
2483_16,3049.673583984375
2489_51,2811.23681640625
2492_13,4324.74755859375
2499_93,4829.5439453125
2503_13,4059.840576171875
2504_11,4214.7060546875
2505_39,4160.03662109375
2506_109,4354.642578125
2507_50,2278.948486328125
2510_17,3409.971923828125
2515_34,3569.255859375
2517_14,2938.47265625
2520_17,3364.477783203125
2527_17,4031.535400390625
2532_76,3182.92431640625
2536_104,3221.16162109375
2537_70,3206.62548828125
2538_9,3489.343505859375
2543_16,3499.84033203125
2550_62,3275.295166015625
2552_112,2709.111083984375
2554_1,4594.6865234375
2560_95,3496.88720703125
2564_106,5166.0654296875
2566_11,3708.348876953125
2568_39,4404.6552734375
2569_69,3812.370849609375
2575_106,4207.224609375
2576_86,2816.6630859375
2577_36,3105.088134765625
2587_10,3943.454345703125
2593_2,2627.39794921875
2595_34,3572.681640625
2600_93,3257.698486328125
2605_63,4074.211181640625
2606_19,3117.7294921875
2607_11,3651.849853515625
2609_106,4399.2294921875
2610_39,4104.978515625
2616_74,3636.67041015625
2617_39,3723.61083984375
2620_39,4483.40087890625
2621_76,3222.732177734375
2626_23,4604.72705078125
2628_106,4924.18505859375
2630_7,2909.292724609375
2634_39,4484.32373046875
2635_93,4359.599609375
2639_74,3199.370849609375
2640_9,3264.050537109375
2645_2,2836.92529296875
2647_59,2763.15185546875
2649_106,4072.227783203125
2652_14,3117.486572265625
2656_8,3344.47216796875
2662_112,2896.087158203125
2663_76,3067.604248046875
2672_17,4284.578125
2673_39,4035.752197265625
2674_25,3586.769287109375
2676_23,3825.4423828125
2677_65,4121.0830078125
2682_46,4222.0791015625
2683_11,4286.37841796875
2686_11,3897.7578125
2690_10,4400.52783203125
2695_11,4044.738525390625
2700_10,3944.6591796875
2702_11,3996.238037109375
2706_76,3247.094482421875
2707_34,3198.60546875
2708_1,3431.808349609375
2711_70,4196.58740234375
2714_51,3473.31689453125
2719_13,4335.74951171875
2721_35,5099.69921875
2730_17,4254.99169921875
2734_4,4923.60302734375
2739_65,2994.08447265625
2741_69,3324.401611328125
2745_13,5348.18603515625
2748_23,4171.03369140625
2751_25,2692.86474609375
2752_74,3278.742431640625
2754_21,3643.723876953125
2760_76,3790.201904296875
2773_106,5151.45458984375
2774_11,4161.44921875
2776_13,4012.849609375
2777_11,4007.670166015625
2786_76,3198.50634765625
2788_99,2672.114990234375
2794_9,3334.529296875
2798_79,2421.13232421875
2802_14,2624.713623046875
2804_73,3856.335693359375
2807_106,3750.887939453125
2811_34,3967.048828125
2812_53,3383.1591796875
2814_47,3546.652587890625
2818_74,3452.721923828125
2819_8,3203.592041015625
2825_17,3940.5859375
2829_11,3924.3740234375
2831_65,2976.859619140625
2836_74,3147.463623046875
2840_106,3978.70458984375
2843_39,5179.0185546875
2844_51,3754.7470703125
2846_39,3280.5791015625
2848_22,4266.14794921875
2849_95,3127.58203125
2850_10,3972.152099609375
2851_69,3053.115966796875
2855_34,4356.19580078125
2862_9,4534.75048828125
2865_93,3171.01513671875
2868_16,3110.119384765625
2870_93,4329.27490234375
2872_67,4978.84423828125
2874_4,3500.64453125
2876_11,3957.793212890625
2878_113,4095.44775390625
2879_9,3541.753662109375
2880_106,4422.65966796875
2881_39,3629.354248046875
2882_13,4292.4765625
2886_41,5517.2080078125
2887_46,3796.430908203125
2888_92,3902.3388671875
2889_54,3787.86279296875
2893_39,4316.32568359375
2900_48,4321.14306640625
2903_91,2615.773681640625
2906_17,4103.966796875
2909_9,3536.468505859375
2911_8,4845.0625
2912_17,4186.884765625
2913_53,3037.051025390625
2917_14,2464.052001953125
2921_41,3203.842041015625
2922_11,2885.68603515625
2923_7,2735.264892578125
2931_11,3717.88720703125
2932_9,4168.021484375
2933_34,3981.343017578125
2934_11,3807.622314453125
2935_7,2967.338623046875
2936_21,3499.5361328125
2939_14,2684.841064453125
2950_39,3973.001220703125
2951_19,3563.85302734375
2954_74,3531.280517578125
2955_9,4106.978515625
2961_107,3175.342529296875
2963_11,4165.96533203125
2965_98,2876.313232421875
2966_88,3110.987060546875
2970_109,3446.975341796875
2974_56,5327.48193359375
2975_46,3469.927978515625
2979_11,3754.052001953125
2980_106,4258.740234375
2981_16,4086.693359375
2983_46,4022.062744140625
2985_2,3004.55810546875
2987_7,3050.56591796875
2988_11,3802.787353515625
