id,kda_ratio
489_9,3440.2612440149933
493_8,3328.6633232775876
494_87,2824.3285376009844
495_7,2626.44232496851
496_35,3455.2978387775734
497_11,4486.205225675246
501_65,3783.2464238365783
502_71,2619.674963673554
507_86,2258.7835886743082
508_6,2865.712815900154
511_82,2541.0325414910703
521_14,2674.058209011723
523_23,2951.4370423597734
525_10,4719.944510411211
527_76,3845.4409571485285
528_98,3764.2348187378957
532_18,3903.9551718801367
533_82,2494.517277664255
536_92,2970.700016145323
539_69,2903.855037509252
542_34,4631.39956008246
549_1,3119.063243294482
553_9,3254.1249097255773
555_11,3051.7479747603384
560_59,3468.664059437081
561_107,3886.8861185613096
566_8,3063.029573082559
579_95,2676.0023664872465
586_88,3548.9012707568736
588_14,3060.936088653359
593_111,2229.2578087364664
595_98,4094.113606083355
612_17,3540.4133797101185
613_30,2558.502951704285
616_59,2333.292706760974
621_86,2826.81060145811
626_65,2833.6005616953034
630_93,2775.191738366364
633_14,2242.4250669361268
634_34,3550.8048568452273
638_61,3598.586862750143
639_11,4763.707030687989
645_82,2645.567630929829
647_79,2144.3785922730053
654_39,4527.310778783974
655_74,3417.1444864189243
657_28,2809.7414492455046
669_44,3949.649048716855
670_41,3659.517195691309
671_93,3135.525060474348
676_34,3101.6824885160463
677_7,2997.2433567239154
678_111,2921.547581650347
680_93,3713.855402308448
687_25,2395.9969999137106
689_8,3112.963353363069
691_33,2915.653682320591
693_21,3518.2461249221997
696_33,3127.0713320567033
708_104,2084.311649508204
709_86,2499.1662602676433
711_40,2605.2944256597934
716_6,3184.5180033894267
718_26,1794.0259303676596
726_11,2922.5349679038363
728_39,4176.19908048999
729_102,3377.160658374492
734_17,2905.400314645485
736_74,3581.8031667670166
737_86,2945.074005090473
744_12,3880.3625163370684
749_88,2625.0718131223543
754_93,4174.26085029213
755_36,3185.391157212586
757_11,3204.0255230257494
761_120,3761.591781421758
762_9,3780.47202109348
766_39,6828.824479413173
771_7,2567.5039798578737
772_36,3177.3063935999585
779_13,3429.488631398475
780_106,3849.065268164782
781_70,3572.0526537986357
782_55,3235.889014761247
802_31,2546.18754546919
803_74,2729.568623538405
805_93,4124.727075332414
806_106,4272.168785182217
811_63,3392.07082853014
812_73,3512.5602696208653
815_13,3570.8284592513783
820_7,2610.1515721200517
830_29,3352.252460116348
834_11,3456.146476025613
836_93,3935.4486059472633
837_9,3453.89775492811
839_44,4965.471414442114
841_107,2917.7101213353144
844_86,2612.6099458305416
849_36,2706.6130953453617
850_82,3297.38759271187
854_76,3688.0270442805563
864_5,1908.0095510614071
872_13,3682.9648019397946
875_6,2791.5623624054147
877_74,2600.0540404720796
878_71,3082.914101671486
884_53,2523.098338049714
889_97,2789.940896089036
891_69,2689.638686044678
892_75,2871.890742707184
893_7,2850.955278623237
895_70,4671.187473193941
897_54,3947.1963827908016
899_10,4384.394661175448
908_88,2717.2523389473754
910_74,3400.8486761282434
913_14,2984.262431168495
916_8,3407.3693638585714
917_10,4503.026648880524
918_35,3420.0713792243164
922_69,2639.4164612297973
925_106,4070.069754194036
926_101,4155.3072219947035
931_18,3939.65725302272
932_57,2196.1216369947947
934_57,2799.9570332214275
942_17,3510.3368383611355
946_97,2692.2691893749593
952_93,2922.5842332393413
955_10,4130.216063883099
958_62,3434.9659227353964
961_87,2149.5442895144533
962_39,4290.7405718939535
965_26,2235.984439897165
966_69,3080.306630217082
969_74,3145.0442804660934
985_86,2794.8290441788863
996_8,3876.4214315013173
1008_74,3562.3470500216217
1017_37,2829.5135847820884
1018_62,3187.617351262326
1023_74,3335.4081886733475
1030_69,3821.4903139537637
1031_95,3824.740088783821
1033_51,3242.865275190664
1034_75,3066.7968209012965
1037_76,3505.428760588474
1038_74,4310.572881696706
1040_71,3040.405543978375
1042_17,3360.9125197555904
1045_17,3699.320738358297
1050_34,3097.4664942011204
1059_11,3322.8787415830993
1066_70,2963.056515851695
1067_14,2566.6876629847334
1072_71,2665.2129543348638
1076_34,4572.5326037023815
1077_31,2430.9565918570975
1080_5,1995.3442339090832
1082_16,3174.823577407626
1085_93,4134.797834808851
1086_88,2307.5887524097084
1088_17,3969.677627547353
1092_76,4494.491058914204
1094_61,3134.4531319283224
1095_77,5034.985163721085
1106_110,3340.072765199302
1110_17,3977.0184454247856
1112_101,3491.160573515787
1113_21,2509.9774175455204
1114_74,3420.1971911104943
1115_9,4513.575888050717
1116_51,2967.5322488611396
1117_95,3243.01293343488
1119_47,3598.18745257905
1120_114,2867.268257069526
1124_22,4094.429762592942
1126_41,3374.8834035419436
1127_18,3575.494817818495
1131_46,6091.244956563344
1133_90,2107.128393272723
1140_74,3425.920167148752
1141_39,3659.9707692376555
1143_104,2867.034964455113
1147_88,2800.0904997138905
1155_64,2100.357699952619
1157_90,2331.8763353517916
1160_45,2433.1453364741587
1162_57,2238.4383998473936
1163_42,3047.4262012694567
1168_31,2749.252029325485
1172_86,2137.5978977158993
1175_9,3726.1976975130333
1178_32,3368.6212709462
1181_53,2288.6132696839836
1184_67,4035.6186609572314
1185_48,3755.7622375840115
1187_104,2560.7822425911595
1197_71,3027.7018371158374
1200_62,2845.285679235626
1206_9,3277.653953699825
1211_2,3038.68379762286
1212_82,2808.886370625681
1216_88,2431.5154850163017
1217_28,2554.807093489062
1222_51,3045.309368866525
1223_38,2722.9265095529613
1228_7,2775.0568049189546
1234_25,2890.5634809118383
1240_14,2863.4982144357086
1241_26,2292.691017026256
1242_80,3383.9812971196798
1245_41,2950.180689532541
1253_74,3332.1857794749603
1264_74,2780.5751492249747
1271_23,3029.279330967925
1276_88,2372.418017072019
1280_47,3118.076826564697
1284_32,3320.9399385071183
1287_32,2985.9273393387994
1288_14,2288.2639409853537
1290_14,2315.910939179814
1293_41,3821.384973568867
1298_97,3067.829633184136
1300_92,3652.625491075952
1302_14,2895.385651722939
1304_34,4426.660826209044
1306_41,3106.31634005151
1310_74,5090.100254728861
1312_60,3637.955873758324
1324_74,4716.125636242704
1329_74,3275.202907473113
1331_107,2826.717108433505
1335_10,4540.2698637990425
1338_2,2661.904889347771
1340_69,3884.0029623751384
1345_104,2890.5663880769152
1347_1,2988.321319535487
1350_14,2360.4432826967477
1352_34,2804.6991386758596
1361_64,3392.8274590045003
1365_72,2713.4934951328714
1369_35,3713.7426189091516
1383_9,2811.6006394976603
1385_34,4109.975588056872
1398_30,2146.7795292108563
1399_21,3591.8123838952574
1400_93,3645.443563068543
1408_87,2529.885474766552
1409_7,2691.1409081866427
1414_42,4169.3747020091205
1415_14,2503.6479278684933
1416_106,3528.879558396214
1423_63,4567.67372773689
1427_25,3106.0885078875904
1428_33,3030.1964821080965
1430_79,3455.4241182508877
1431_1,2786.760632744418
1433_11,3256.2391669102553
1436_20,2036.6509282568823
1440_81,3423.316069475395
1441_13,3220.9236121994245
1443_55,3109.487104146729
1447_16,3380.7503604238464
1453_44,4595.5183613954705
1454_21,2550.033432474947
1455_120,3317.5839825326775
1456_7,2638.2718306215747
1457_70,3104.1667099528395
1461_9,3100.9625420234984
1463_29,2614.490630158426
1465_8,2869.800540753434
1467_7,3396.1687194539377
1473_97,3213.7828844105616
1475_71,2423.027515510781
1476_44,3391.0167089399056
1482_25,2833.783762982001
1483_83,2203.3474363381047
1485_4,3318.716956751796
1486_1,4328.278277265817
1488_32,3026.721913860318
1494_34,3653.2350717723066
1495_88,2565.8458916407485
1496_73,2858.0610639703004
1498_93,3547.8692444335506
1499_74,3008.872772286627
1503_87,2059.6399438801445
1505_34,3267.798430648605
1519_18,2650.7757156914945
1521_18,3674.7448185538906
1524_45,2931.8289959698923
1526_1,3684.0565047411965
1530_90,2706.1426994136496
1534_76,3103.2721243853393
1540_65,3218.802334699388
1546_1,3083.123769210786
1549_42,3540.157631855734
1553_1,3173.781631021531
1558_70,3821.8786349245256
1559_62,2710.0551898179942
1563_34,3206.663047809169
1568_30,2147.42112491492
1569_93,3456.866814055521
1570_23,3084.639412471181
1574_26,2048.6845808953967
1575_95,3170.7296205161542
1577_1,4046.0266984932964
1578_53,2907.1771804529135
1583_86,1973.1013404570324
1584_86,2433.0143145344427
1594_114,4010.0267755534205
1596_104,2378.5500069117347
1598_28,2559.5984268009643
1599_74,3346.4128745911967
1601_54,4422.981111305887
1604_105,2379.053039209181
1605_110,2416.8982799044898
1607_11,3162.57348360467
1609_30,2209.1656353801536
1611_8,3306.9625634136173
1619_11,3396.220609725198
1624_32,3057.5430718859525
1629_51,2585.5855734940783
1631_99,2747.7672932774676
1633_102,2648.238780377939
1635_52,3611.8700241337
1637_5,2491.657683053727
1638_93,3997.6831792351027
1642_17,4093.094034974129
1644_76,3226.1433410931136
1646_73,3745.370230752996
1648_39,3869.748164323063
1649_98,2906.6635861030372
1650_18,3616.0481656326415
1651_8,4082.1958592804563
1658_11,3028.8522908405353
1667_11,3822.476077137323
1669_65,3125.625270241673
1670_14,2844.9420564640577
1672_106,4208.718774588844
1675_33,2883.882904595231
1676_9,4216.992833967083
1680_10,5654.851363627108
1686_13,4461.500311008763
1688_74,3548.741750690434
1690_34,3941.289725380021
1693_8,4766.306335303274
1695_74,5659.328643825315
1696_107,2731.712676889018
1701_14,2269.8381315500646
1706_93,3585.614017180159
1708_15,5011.766189195254
1709_106,4058.840644906166
1712_17,4465.336547768621
1719_71,2869.593831286358
1720_13,4120.192565213294
1725_17,3469.691186890189
1737_51,4004.0340136020427
1742_12,5209.013929009215
1743_7,3047.2076699144154
1744_30,2068.7331370515462
1751_53,3737.2275677309985
1760_74,2953.1335158780744
1766_17,4508.915370298738
1769_112,2674.5353844206484
1770_76,3871.2665859322924
1771_14,3058.244133277909
1776_114,4500.515715072442
1780_14,2410.4110692657937
1782_9,2957.766022883539
1788_104,2772.9619129947996
1789_11,3140.540596062408
1790_62,3189.206867646486
1795_56,3706.5379239671033
1796_93,3514.2625491282647
1802_34,3592.96969594848
1811_93,3717.871472028807
1812_53,2857.5278250818246
1818_97,3230.131478990486
1824_65,3732.2040556786933
1825_46,3787.3311398632
1828_11,3278.0211283061544
1831_46,5708.1082651379365
1833_93,3533.2436841530266
1835_1,3715.6396556675
1841_98,3610.845003961992
1847_34,4349.006146006091
1848_39,3434.2929628887655
1854_33,3257.6158524067523
1855_70,3475.3492808362284
1857_74,2701.202873008686
1863_97,3468.3338512663963
1872_34,4806.857624706975
1874_21,3414.7405372437756
1875_12,5529.847442344644
1880_11,3285.7993155099907
1881_86,2457.2004786092375
1887_46,3888.3024428454405
1889_17,4690.984119926046
1895_39,5647.309460433088
1896_21,3762.5879955289115
1897_10,4255.471430343581
1901_93,3829.747147455395
1906_48,3986.2570126890027
1910_114,3576.599332409508
1912_31,4096.600652953285
1916_47,3748.6223215603172
1917_93,4122.881962386196
1920_74,4109.132949295954
1923_17,3336.1766926669843
1925_97,4312.704343634357
1926_8,4889.85633977027
1932_40,3272.7953162659405
1934_9,2984.2621421769986
1935_8,3809.06517702841
1937_98,3510.1583523832114
1938_63,4147.1302118958765
1944_7,2991.013481602636
1947_93,5643.557194184341
1948_48,3962.9047267125165
1951_27,2197.9213404039706
1952_14,2574.6845011375135
1954_74,3903.277888477464
1956_88,2248.394752075945
1959_44,3644.242890105762
1960_88,2708.5757941286934
1966_13,3749.82128354507
1967_17,4421.046978924104
1969_11,3331.4983676950214
1975_70,3861.6521242673452
1980_2,2792.565861867375
1981_97,4033.4365227748867
1982_48,4037.0242747097313
1983_114,5550.748804197649
1986_9,3605.5679394402196
1987_2,2476.9719162662473
1988_76,3773.283848384667
1999_41,3025.9446210302026
2003_41,3827.174425960892
2004_60,4277.982985077362
2005_39,3809.4137328485667
2008_46,4541.731563306302
2009_46,4406.636650678699
2013_14,2537.8982108768687
2014_73,3274.976630043589
2015_8,3866.524338957426
2017_11,3526.247837738959
2037_69,2814.8042555273423
2048_10,4145.199996707744
2049_34,5191.38326884396
2051_74,3842.886778012317
2056_39,4722.114840824989
2058_12,5069.762249203467
2060_74,4487.72178594657
2061_88,3662.742420775084
2064_71,2942.650066829867
2068_53,2682.5320244014524
2069_57,2506.5139759885597
2070_33,3568.442171671246
2072_9,4275.469857450975
2073_52,3058.4299029537297
2083_2,2811.5678340902978
2098_93,4346.828112432298
2100_92,3268.3154167159523
2101_14,2958.498665331801
2102_34,3678.720989502593
2105_106,3928.401013662146
2106_114,2937.947612720027
2108_1,4721.3650126002685
2109_93,4655.80288245387
2110_13,3730.211401534375
2114_11,3005.8001425380207
2117_17,3677.521527599259
2118_82,3320.3458912995407
2121_11,2997.0638921573054
2135_62,3892.7546231885894
2138_74,5702.697979193377
2140_76,4714.25763760418
2141_10,5745.324328588434
2151_38,3162.365644846508
2153_21,3308.931446645244
2154_1,3573.722057275677
2155_34,4092.178111825802
2158_41,2980.006059405753
2162_93,3262.9741690052774
2163_17,3023.439949608195
2164_17,3039.6565021726306
2165_76,2920.067944877894
2166_75,2709.02821775794
2169_21,3229.487064173332
2170_8,3930.967586372598
2179_106,4440.754926520799
2190_39,4078.14607635239
2192_91,2912.4923881060254
2195_88,2807.97615283614
2198_62,4120.893901133945
2199_17,3262.8825242564885
2201_58,3445.0303197070107
2204_95,4552.40149044622
2214_25,3246.1310928919306
2221_104,2952.281969198692
2226_86,2476.8911177667605
2227_9,4206.758485533323
2229_82,2783.3040101060337
2230_93,3145.9629163856002
2235_61,2911.893351886787
2253_17,3604.819902556285
2256_10,5233.574673965142
2257_106,4870.740642170757
2258_67,3720.021771828081
2260_93,4118.74580966302
2261_86,3170.172952474842
2264_52,3282.696183024297
2267_17,4631.9607447113285
2268_93,4182.898328978726
2269_17,3542.9077079847934
2272_1,3408.921498206099
2273_86,2489.3145297270544
2275_88,3154.210665230565
2277_62,3334.8038354619066
2278_8,4802.62018410711
2285_8,3943.5151722244386
2286_8,3769.4094649263457
2291_10,4608.249772859181
2301_86,2475.526976784823
2302_1,3442.557037146167
2311_34,4818.257079006978
2312_8,5998.421949057273
2313_100,2867.1308826278423
2315_54,4478.541507390663
2316_7,2934.7879424388443
2324_39,5537.48246348581
2326_9,3612.9692294566776
2330_106,3725.0424997644177
2331_8,3954.928266096189
2336_33,3400.3200380442245
2340_56,4971.389964601054
2348_8,4084.1661591760817
2353_58,3586.3799338244003
2369_104,3235.1001037278447
2374_11,4843.282854349088
2375_106,5950.417164456197
2377_74,3092.976927023286
2378_8,3968.7635762159607
2386_8,3380.963232417548
2392_8,4367.412392930695
2393_106,4507.79178708707
2399_11,3520.8680150301243
2404_76,4758.934799531006
2405_12,4757.232511064662
2408_15,3080.5781505512014
2409_11,3623.2117376075635
2413_100,2793.4993985565843
2421_64,2700.9735384868704
2424_17,3616.31903387835
2426_8,4360.412276341816
2427_7,3063.1498081025593
2429_74,4570.802656942252
2432_93,4050.422078409736
2435_11,3866.1165112513377
2443_59,2946.314598236474
2445_25,2292.2098035591257
2447_2,2627.877666956012
2449_17,4041.278939073651
2457_74,4987.022364362472
2461_1,4512.174761822945
2462_54,4935.634623114855
2464_21,3238.687496471346
2468_93,3554.3583459724287
2474_107,3161.9471691866906
2476_14,2411.1199409184915
2478_13,4274.470300101706
2480_11,3409.2590476205087
2483_16,3127.385640781878
2489_51,2899.4566262571125
2492_13,4286.608194063567
2499_93,5123.841507437519
2503_13,3837.7975747842356
2504_11,3080.3469572830886
2505_39,4880.528469179982
2506_109,4505.152608099699
2507_50,2495.5337371850887
2510_17,3481.826153512452
2515_34,3573.3349346556047
2517_14,3279.255826518452
2520_17,3415.873561048122
2527_17,4238.3419906721565
2532_76,3197.9909514110295
2536_104,3355.331334559607
2537_70,3369.9215242430037
2538_9,3568.4345614367467
2543_16,3642.4176631653045
2550_62,3360.7732953775076
2552_112,2716.391588438528
2554_1,4584.326535203668
2560_95,3636.4039132709204
2564_106,5209.197428939179
2566_11,4051.7522913346056
2568_39,4741.696249136214
2569_69,3870.075888829815
2575_106,4142.021317196453
2576_86,2972.6856981626056
2577_36,3152.4893836489377
2587_10,4341.485188233608
2593_2,2731.4495239987323
2595_34,3537.2906961519916
2600_93,3330.359778069837
2605_63,4168.517950202808
2606_19,3247.3192102061485
2607_11,2997.1264140361304
2609_106,4559.637937590323
2610_39,4368.090284131459
2616_74,3794.7420021718494
2617_39,4141.365469658629
2620_39,4700.888695312033
2621_76,3242.3428746208756
2626_23,4785.244195013334
2628_106,4994.671064628514
2630_7,2973.90530091351
2634_39,5123.7663784449105
2635_93,4614.52040143158
2639_74,3478.030837267437
2640_9,3424.5048111148026
2645_2,2830.374976710252
2647_59,2797.2511377182414
2649_106,4205.393751914045
2652_14,3123.2123275727577
2656_8,3346.2576639209747
2662_112,2942.4999809259825
2663_76,3099.3118472514125
2672_17,4406.922610655926
2673_39,4639.20577202685
2674_25,3945.4618049119263
2676_23,3669.5356776641293
2677_65,4130.760108709584
2682_46,4497.668555142201
2683_11,4813.510706581736
2686_11,3593.1887816633816
2690_10,4695.801437165022
2695_11,3312.2195862937883
2700_10,4212.7170495927985
2702_11,3393.895188362089
2706_76,3444.9533123797437
2707_34,3241.17255393995
2708_1,3444.476320183235
2711_70,4346.963186357926
2714_51,3484.7647702342974
2719_13,4508.044842743138
2721_35,4526.396777206411
2730_17,4402.7243397883985
2734_4,4805.614937288393
2739_65,3091.4992658212163
2741_69,3440.2484000781283
2745_13,5194.787911706082
2748_23,4203.695609234873
2751_25,2789.8730540572496
2752_74,3451.4533987508917
2754_21,3740.5481759203053
2760_76,4080.9587345211507
2773_106,5377.667366196187
2774_11,4245.691498108184
2776_13,4028.6682057968005
2777_11,3211.659974247122
2786_76,3358.9796636342576
2788_99,2722.1084271748155
2794_9,3484.493494949617
2798_79,2474.2885322473676
2802_14,2775.9186436799096
2804_73,4169.117202885118
2807_106,4210.315316800603
2811_34,4070.563260445987
2812_53,3639.504202221868
2814_47,3538.8387883820133
2818_74,3658.5007453572734
2819_8,3260.4370949425047
2825_17,4145.090579785538
2829_11,3541.8763625664037
2831_65,3059.3232682812013
2836_74,3198.757031647965
2840_106,4072.0895359219394
2843_39,5539.709347597505
2844_51,3797.859609042564
2846_39,3500.285312023874
2848_22,4373.008344392094
2849_95,3270.380667344874
2850_10,4242.14347277357
2851_69,3037.991708412645
2855_34,4448.075390903368
2862_9,4765.724094745393
2865_93,3305.321583417973
2868_16,3220.998831855854
2870_93,4557.675099810037
2872_67,5126.5766265423545
2874_4,3629.747197610296
2876_11,3638.4593148899035
2878_113,4010.0926302125413
2879_9,3689.616819946891
2880_106,4514.850074742593
2881_39,4171.513096467435
2882_13,4318.4574403263705
2886_41,5785.594632593266
2887_46,3879.9147748789446
2888_92,4057.664096714149
2889_54,4076.318788339792
2893_39,5109.024991583344
2900_48,4356.371838876396
2903_91,2758.6912640780224
2906_17,4158.998923690716
2909_9,3689.913637786716
2911_8,5124.8471330378325
2912_17,4301.439393263863
2913_53,3081.6562828794517
2917_14,2523.8906369796
2921_41,3188.64506937996
2922_11,2592.877502806677
2923_7,2789.798446530614
2931_11,3773.20901063841
2932_9,4387.161029633383
2933_34,4277.6127920864765
2934_11,3845.8907469844125
2935_7,3016.620744208013
2936_21,3588.278409709054
2939_14,2925.620933147989
2950_39,4336.79752737138
2951_19,3481.2243925006296
2954_74,3764.7874426358035
2955_9,4247.472363032437
2961_107,3203.053505948247
2963_11,3216.0529620076954
2965_98,2922.917230112291
2966_88,3206.671037430064
2970_109,3504.676984483183
2974_56,5806.2129794532375
2975_46,3527.8069929639705
2979_11,3812.220508455078
2980_106,4289.6127668321715
2981_16,3893.4220593177283
2983_46,4027.349365102616
2985_2,3089.030435415431
2987_7,3078.378254874209
2988_11,2969.7488046155836
